시설명,주소,경도,위도
입사,경상남도 의령군 궁류면 운계로2길 58-1,128.226406887,35.416532143
상압,경상남도 의령군 궁류면 청정로3길 32,128.229905661,35.435869283
압곡1구(중압),경상남도 의령군 궁류면 청정로 1427-7,128.264625172,35.432369841
하압,경상남도 의령군 궁류면 청정로7길 5,128.272368802,35.429957292
압곡2구(임천),경상남도 의령군 궁류면 청정로5길 29,128.257975981,35.438191097
매곡,경상남도 의령군 궁류면 궁류로2길 18,128.251500600,35.443868213
토곡,경상남도 의령군 궁류면 궁류로5길 54-25,128.242003904,35.447790059
당동,경상남도 의령군 궁류면 궁류로7길 19,128.246062962,35.451690634
석정,경상남도 의령군 궁류면 궁류로 143-4,128.247549359,35.448918809
계현1구,경상남도 의령군 궁류면 계현로1길 41,128.270734136,35.435283618
마현,경상남도 의령군 궁류면 계현로2길 3,128.265886320,35.444341420
계현2구,경상남도 의령군 궁류면 궁류로8길 40-7,128.253237029,35.452892328
다현,경상남도 의령군 궁류면 궁류로11길 2-1,128.251497904,35.463092348
지동,경상남도 의령군 궁류면 궁류로10길 14,128.249780968,35.459371345
신기,경상남도 의령군 궁류면 궁류로9길 28,128.254310190,35.456055603
소화,경상남도 의령군 궁류면 궁류로9북길 64-2,128.257400863,35.459373985
대현,경상남도 의령군 궁류면 청정로2길 8-3,128.208814039,35.445439928
궁류,경상남도 의령군 궁류면 궁류로 17-11,,
상촌,경상남도 의령군 유곡면 청정로8길 105,128.276082403,35.417938035
남곡,경상남도 의령군 유곡면 청정로8길 276,128.259229710,35.415038064
구상곡,경상남도 의령군 유곡면 능인로6길 4,128.251181710,35.402291837
신상곡,경상남도 의령군 유곡면 능인로4길 2,128.260280913,35.403747061
신오목,경상남도 의령군 유곡면 능인로3길 34-1,128.270335176,35.406694248
구오목,경상남도 의령군 유곡면 용암로8길 18,128.279331951,35.398180661
신촌,경상남도 의령군 유곡면 능인로1길 24,128.291861963,35.409385112
송산학구,경상남도 의령군 유곡면 청정로 1669,128.285775216,35.420591871
구송산,경상남도 의령군 유곡면 청정로8길 27,128.284344236,35.418823995
신송산1구,경상남도 의령군 유곡면 청정로9동길 29,128.290259267,35.420621283
신송산2구,경상남도 의령군 유곡면 청정로9길 31,128.287812729,35.422530142
신송산3구,경상남도 의령군 유곡면 청정로9서길 46,128.285782921,35.425944432
마두,경상남도 의령군 유곡면 청정로12남길 2,128.305678511,35.413856573
판곡,경상남도 의령군 유곡면 청정로16길 70,128.316468646,35.427270551
엄현,경상남도 의령군 유곡면 청정로15길 49,128.311404392,35.425553469
옥동,경상남도 의령군 유곡면 청정로14길 1-4,128.301653245,35.427082542
유곡학구,경상남도 의령군 유곡면 마장로1길 5  ,128.313628816,35.432514737
등대,경상남도 의령군 유곡면 청정로 2241,128.313787695,35.432426319
마장,경상남도 의령군 유곡면 마장로5길 2-1,128.292049195,35.443762631
양지,경상남도 의령군 유곡면 마장로 228 ,128.294938712,35.442872648
당동,경상남도 의령군 유곡면 마장로3길 14,128.313044154,35.435365946
덕천,경상남도 의령군 유곡면 청정로17길 47-4,128.322848717,35.438184203
세간1구,경상남도 의령군 유곡면 세간2길 26,128.345055275,35.437066883
세간2구,경상남도 의령군 유곡면 세간2길 23-8,128.344559930,35.436144444
가야동경로당,경상남도 함안군 경상남도 함안군 가야읍 왕궁길 170-11,128.393018858,35.279153695
가야부녀경로당,경상남도 함안군 경상남도 함안군 가야읍 방목1길 13-7,128.404736954,35.278482736
가야읍경로당,경상남도 함안군 경상남도 함안군 가야읍 방목1길 13-9,128.404604378,35.278525446
계티경로당,경상남도 함안군 경상남도 함안군 가야읍 함마대로 1227-15,128.373821940,35.270901051
관동경로당,경상남도 함안군 경상남도 함안군 가야읍 관동길 29-1,128.398224368,35.269576584
광복동경로당,경상남도 함안군 경상남도 함안군 가야읍 가야로 144,128.416790113,35.278985471
괘안경로당,경상남도 함안군 경상남도 함안군 가야읍 신암1길 79,128.385396758,35.266577350
남경아파트경로당,경상남도 함안군 경상남도 함안군 가야읍 가야17길 15,128.413170447,35.279211011
남문경로당,경상남도 함안군 경상남도 함안군 가야읍 남문길 6-23,128.391176473,35.271977241
남선아파트경로당,경상남도 함안군 경상남도 함안군 가야읍 도항2길 6,128.403587576,35.283861982
당산동경로당,경상남도 함안군 경상남도 함안군 가야읍 도항1길 46-16,128.406018311,35.280999692
대경동경로당,경상남도 함안군 경상남도 함안군 가야읍 가야로 155,128.418352541,35.279994188
덕전백세사랑방경로당,경상남도 함안군 경상남도 함안군 가야읍 백새1길 3,128.374592518,35.276910229
덕전경로당,경상남도 함안군 경상남도 함안군 가야읍 백새길 189,128.377743220,35.276551389
도동경로당,경상남도 함안군 경상남도 함안군 가야읍 도동길 129,128.404710550,35.260237715
도음경로당,경상남도 함안군 경상남도 함안군 가야읍 도음길 152,128.398852232,35.266535975
도항2단지주공아파트경로당,경상남도 함안군 경상남도 함안군 가야읍 성내북길 57 209동,128.398252757,35.277474129
도항주공1단지아파트경로당,경상남도 함안군 경상남도 함안군 가야읍 성내북길 25,128.397576819,35.276445736
도화경로당,경상남도 함안군 경상남도 함안군 가야읍 산서7길 178,128.404448640,35.300560526
돈산경로당,경상남도 함안군 경상남도 함안군 가야읍 돈산길 67,128.404084843,35.291366231
동동경로당,경상남도 함안군 경상남도 함안군 가야읍 방목1길 32,128.405666352,35.277881853
동신아파트경로당,경상남도 함안군 경상남도 함안군 가야읍 도항2길 65,128.406124775,35.283669236
둘안경로당,경상남도 함안군 경상남도 함안군 가야읍 산서5길 12,128.399607254,35.295649901
묘동경로당,경상남도 함안군 경상남도 함안군 가야읍 묘사1길 275,128.383600323,35.298425769
백산경로당,경상남도 함안군 경상남도 함안군 가야읍 잣뫼길 8,128.409839630,35.257628728
본동경로당,경상남도 함안군 경상남도 함안군 가야읍 본동길 57,128.406485913,35.273784285
삼거경로당,경상남도 함안군 경상남도 함안군 가야읍 산서8길 110-29,128.400878936,35.305153006
삼기경로당,경상남도 함안군 경상남도 함안군 가야읍 삼기길 152-1,128.406414893,35.267851243
상검동경로당,경상남도 함안군 경상남도 함안군 가야읍 상검길 24,128.423760798,35.267236734
상광경로당,경상남도 함안군 경상남도 함안군 가야읍 광정로 251,128.408656404,35.246632304
선왕경로당,경상남도 함안군 경상남도 함안군 가야읍 선왕길 462,128.384325105,35.284432935
신동경로당,경상남도 함안군 경상남도 함안군 가야읍 가야17길 22,128.413003891,35.279059730
신동부녀경로당,경상남도 함안군 경상남도 함안군 가야읍 가야17길 22,128.413003891,35.279059730
신암경로당,경상남도 함안군 경상남도 함안군 가야읍 신암3길 19,128.387055161,35.259413761
신음리못골회장수사랑방,경상남도 함안군 경상남도 함안군 가야읍 도음길 337,128.393527728,35.264754117
아라동경로당,"경상남도 함안군 경상남도 함안군 가야읍 가야18길 22, 102동 1층 103호",128.414751877,35.280191948
양수장경로당,경상남도 함안군 경상남도 함안군 가야읍 양포길 42,128.403642813,35.314830509
양포발채경로당,경상남도 함안군 경상남도 함안군 가야읍 발채2길 33,128.408054092,35.316545269
원동경로당,경상남도 함안군 경상남도 함안군 가야읍 고분2길 15-9,128.402839984,35.274881923
월성경로당,경상남도 함안군 경상남도 함안군 가야읍 혈곡로 129,128.382625977,35.246369028
은하아파트경로당,경상남도 함안군 경상남도 함안군 가야읍 하검길 136-1,128.421351686,35.274538492
이곡경로당,경상남도 함안군 경상남도 함안군 가야읍 이곡1길 238-2,128.424213547,35.309225582
입등경로당,경상남도 함안군 경상남도 함안군 가야읍 산서2길 12,128.399709736,35.291083144
장명경로당,경상남도 함안군 경상남도 함안군 가야읍 묘사2길 348-2,128.377343232,35.302718417
중검동경로당,경상남도 함안군 경상남도 함안군 가야읍 검암천남길 41,128.419462399,35.273199149
중광경로당,경상남도 함안군 경상남도 함안군 가야읍 중광길 22,128.409201070,35.252682916
중동경로당,경상남도 함안군 경상남도 함안군 가야읍 방목1길 22,128.405239213,35.278010862
중앙1동경로당,경상남도 함안군 경상남도 함안군 가야읍 중앙남1길 12,128.407448084,35.275202337
중앙2동경로당,경상남도 함안군 경상남도 함안군 가야읍 중앙본안길 22,128.410486262,35.272652323
축암경로당,경상남도 함안군 경상남도 함안군 가야읍 산서7길 43,128.399243984,35.300176711
춘곡경로당,경상남도 함안군 경상남도 함안군 가야읍 춘곡2길 104,128.377350739,35.253834306
춘곡신기경로당,경상남도 함안군 경상남도 함안군 가야읍 봉수로 297,128.377146218,35.257542672
충무동경로당,경상남도 함안군 경상남도 함안군 가야읍 함안대로 588-1,128.403955191,35.278870527
필동경로당,경상남도 함안군 경상남도 함안군 가야읍 북실길 192,128.378482047,35.273130380
하검동경로당,경상남도 함안군 경상남도 함안군 가야읍 하검안길 2-2,128.420134321,35.275612028
해동경로당,경상남도 함안군 경상남도 함안군 가야읍 해동길 22,128.403045394,35.276228794
곡촌경로당,경상남도 함안군 경상남도 함안군 칠원읍 예곡2길 36 (52),128.532983756,35.276007384
곡촌부녀경로당,경상남도 함안군 경상남도 함안군 칠원읍 예곡2길 51,128.533729380,35.276334412
광려천메트로자이아파트경로당,경상남도 함안군 경상남도 함안군 칠원읍 삼호길 181 (181),128.524803194,35.273481302
기산경로당,경상남도 함안군 경상남도 함안군 칠원읍 운서2길 32,128.533424153,35.315139941
남구경로당,경상남도 함안군 경상남도 함안군 칠원읍 구성1길 55,128.521487003,35.304374410
달전경로당,경상남도 함안군 경상남도 함안군 칠원읍 유원길 278 (539),128.486405860,35.295940496
대동아파트경로당,경상남도 함안군 경상남도 함안군 칠원읍 갈티길 13 (18-5),128.534478824,35.294977617
덕산경로당,경상남도 함안군 경상남도 함안군 칠원읍 덕산1길 42,128.521064540,35.308203182
덕암경로당,경상남도 함안군 경상남도 함안군 칠원읍 운곡3길 7-2,128.547539048,35.318045461
돈담경로당,경상남도 함안군 경상남도 함안군 칠원읍 돈담길 11,128.549547141,35.293806992
동성아파트경로당,경상남도 함안군 경상남도 함안군 칠원읍 원서로 139-13 (89-21),128.509335463,35.300592768
동암경로당,경상남도 함안군 경상남도 함안군 칠원읍 유장3길 214 (91),128.481251597,35.283233139
무기경로당,경상남도 함안군 경상남도 함안군 칠원읍 무기1길 6-5,128.538910734,35.298014640
벽산블루밍2차아파트경로당,경상남도 함안군 경상남도 함안군 칠원읍 호암길 6,128.522629652,35.275977599
벽산블루밍아파트경로당,경상남도 함안군 경상남도 함안군 칠원읍 오곡로 103,128.519195516,35.276810274
부곡경로당,경상남도 함안군 경상남도 함안군 칠원읍 부곡1길 39,128.509590814,35.281472747
산정경로당,경상남도 함안군 경상남도 함안군 칠원읍 무기로 423,128.570746459,35.283840233
삼칠향노회,경상남도 함안군 경상남도 함안군 칠원읍 서남2길 3,128.518430841,35.306166344
서상경로당,경상남도 함안군 경상남도 함안군 칠원읍 서남1길 29,128.518812670,35.307580135
석전경로당,경상남도 함안군 경상남도 함안군 칠원읍 예용로 33 (92),128.523039435,35.280344854
석전부녀경로당,경상남도 함안군 경상남도 함안군 칠원읍 석전1길 45 (98),128.527255393,35.285514222
선두아파트경로당,경상남도 함안군 경상남도 함안군 칠원읍 동대이안길 77,128.531167484,35.295183800
소목경로당,경상남도 함안군 경상남도 함안군 칠원읍 운곡4길 4,128.567545544,35.318582749
쇠만경로당,경상남도 함안군 경상남도 함안군 칠원면 쇠만이길 18 (18),,
수정그린아파트경로당,경상남도 함안군 경상남도 함안군 칠원읍 경남대로 1795-2 (1504-1),,
야촌경로당,경상남도 함안군 경상남도 함안군 칠원읍 야촌1길 7-1,128.524506584,35.278370871
양정경로당,경상남도 함안군 경상남도 함안군 칠원읍 예용2길 65,128.513516284,35.296073650
오곡경로당,경상남도 함안군 경상남도 함안군 칠원읍 큰오곡길 75,128.502539908,35.284484456
용산경로당,경상남도 함안군 경상남도 함안군 칠원읍 용산3길 10,128.516904435,35.307275535
운동경로당,경상남도 함안군 경상남도 함안군 칠원읍 운곡2길 28-2,128.542493406,35.316811673
운서운곡리경로당,경상남도 함안군 경상남도 함안군 칠원읍 운무로 254,128.542237248,35.317616891
원구성경로당,경상남도 함안군 경상남도 함안군 칠원읍 성내2길 22,128.521718125,35.305964500
유원경로당,경상남도 함안군 경상남도 함안군 칠원읍 유장길 120-1,128.493960379,35.301927256
유하경로당,경상남도 함안군 경상남도 함안군 칠원읍 유장길 45,128.496189603,35.299002082
이현경로당,경상남도 함안군 경상남도 함안군 칠원읍 구성2길 18,128.518872442,35.303524026
작은오곡경로당,경상남도 함안군 경상남도 함안군 칠원읍 작은오곡길 75,128.500747761,35.287424311
장암경로당,경상남도 함안군 경상남도 함안군 칠원읍 유장길 723,128.474382552,35.288264318
죽청경로당,경상남도 함안군 경상남도 함안군 칠원읍 운서1길 103-2,128.522797620,35.315644824
칠원경로당,경상남도 함안군 경상남도 함안군 칠원읍 용산1길 26,128.517604781,35.308974176
칠원엘에이치아파트경로당,경상남도 함안군 경상남도 함안군 칠원읍 구성길 141-1,128.523024610,35.303580059
학동경로당,경상남도 함안군 경상남도 함안군 칠원면 운서3길 36 (48),,
호곡경로당,경상남도 함안군 경상남도 함안군 칠원읍 호곡3길 5,128.514662287,35.278059539
강외경로당,경상남도 함안군 경상남도 함안군 함안면 강명2길 14,128.432469824,35.218379557
강외동샛담경로당,경상남도 함안군 경상남도 함안군 함안면 샛담길 94,128.440036395,35.213686763
강지경로당,경상남도 함안군 경상남도 함안군 함안면 강지1길 43-2,128.440175956,35.221935503
괴항경로당,경상남도 함안군 경상남도 함안군 함안면 괴산3길 18,128.421456236,35.254590351
굴바대경로당,경상남도 함안군 경상남도 함안군 함안면 강명1길 49,128.432771621,35.215563931
금천경로당,경상남도 함안군 경상남도 함안군 함안면 한절골길 137,128.431690265,35.253876327
너드리경로당,경상남도 함안군 경상남도 함안군 함안면 강명4길 15,128.426693185,35.221572491
대사경로당,경상남도 함안군 경상남도 함안군 함안면 한절골1길 101-1,128.429322147,35.255388297
도림경로당,경상남도 함안군 경상남도 함안군 함안면 한절골4길 45,128.433036434,35.250489920
동지산경로당,경상남도 함안군 경상남도 함안군 함안면 한절골2길 264,128.437541494,35.263107986
동촌경로당,경상남도 함안군 경상남도 함안군 함안면 북촌2길 42-1,128.422731827,35.243254778
득성동경로당,경상남도 함안군 경상남도 함안군 함안면 괴산2길 138,128.416191866,35.248116396
미산경로당,경상남도 함안군 경상남도 함안군 함안면 곶감길 282,128.409629895,35.222650329
백암경로당,경상남도 함안군 경상남도 함안군 함안면 백암안길 45,128.436932172,35.238415973
봉성경로당,경상남도 함안군 경상남도 함안군 함안면 봉성7길 12,128.422763401,35.240513530
상파경로당,경상남도 함안군 경상남도 함안군 함안면 곶감1길 49-14,128.405155122,35.233229045
서촌경로당,경상남도 함안군 경상남도 함안군 함안면 함안대로 123-1,128.421915284,35.243261858
신개경로당,경상남도 함안군 경상남도 함안군 함안면 괴산2길 54,128.419264765,35.250795931
원촌경로당,경상남도 함안군 경상남도 함안군 함안면 파수남길 12,128.403630815,35.236293533
정동경로당,경상남도 함안군 경상남도 함안군 함안면 정동길 39,128.436675780,35.243161929
중산경로당,경상남도 함안군 경상남도 함안군 함안면 강명5길 132,128.423224434,35.218479262
중촌경로당,경상남도 함안군 경상남도 함안군 함안면 봉성4길 20-1,128.421540593,35.238864493
하파경로당,경상남도 함안군 경상남도 함안군 함안면 파수북길 42,128.403845594,35.238681164
함안면경로당,경상남도 함안군 경상남도 함안군 함안면 성산로 4,128.422628904,35.241436809
함안면덕암경로당,경상남도 함안군 경상남도 함안군 함안면 덕암길 76-33,128.419151302,35.236461476
함안신교경로당,경상남도 함안군 경상남도 함안군 함안면 봉성3길 27-5,128.423232041,35.236668363
가덕경로당,경상남도 함안군 경상남도 함안군 군북면 박곡1길 58,128.280651757,35.266425084
구두실경로당,경상남도 함안군 경상남도 함안군 군북면 구두실길 14,128.326385268,35.286097786
군북면경로당(대표),경상남도 함안군 경상남도 함안군 군북면 지두2길 15-1,128.345298122,35.261014422
낙동경로당,경상남도 함안군 경상남도 함안군 군북면 하림2길 216,128.319269129,35.245342770
남산경로당,경상남도 함안군 경상남도 함안군 군북면 장지1길 106,128.345959232,35.281270472
대암경로당,경상남도 함안군 경상남도 함안군 군북면 대암1길 17,128.337422348,35.260615372
덕촌경로당,경상남도 함안군 경상남도 함안군 군북면 덕대길 59-1,128.349080378,35.256345190
돌깨장수사랑방,경상남도 함안군 경상남도 함안군 군북면 석포길 36,128.334761103,35.298193842
동촌경로당,경상남도 함안군 경상남도 함안군 군북면 동촌2길 81-4,128.359065525,35.245245308
뜬늪장수사랑방,경상남도 함안군 경상남도 함안군 군북면 월촌내길 183,128.303075022,35.304146254
명동경로당,경상남도 함안군 경상남도 함안군 군북면 명관1길 69,128.336712398,35.224459390
모로경로당,경상남도 함안군 경상남도 함안군 군북면 모로2길 157,128.330115284,35.264201887
무학경로당,경상남도 함안군 경상남도 함안군 군북면 중암4길 47-1,128.345936360,35.263512876
박곡경로당,경상남도 함안군 경상남도 함안군 군북면 박곡3길 108,128.295067799,35.270214050
배움실경로당,경상남도 함안군 경상남도 함안군 군북면 배움실길 75,128.327844985,35.280707474
봉국1동경로당,경상남도 함안군 경상남도 함안군 군북면 함마대로 905-84,128.347454487,35.268574070
봉남경로당,경상남도 함안군 경상남도 함안군 군북면 소포리 566,,
봉덕경로당,경상남도 함안군 경상남도 함안군 군북면 유현2길 63-1,128.354545079,35.295526374
봉림경로당,경상남도 함안군 경상남도 함안군 군북면 소포리 445-2,,
봉산장수사랑방,경상남도 함안군 경상남도 함안군 군북면 봉산길 9,128.362365680,35.293483386
사촌경로당,경상남도 함안군 경상남도 함안군 군북면 사촌4길 5,128.361251442,35.236736255
서촌경로당,경상남도 함안군 경상남도 함안군 군북면 동촌1길 39-4,128.356278517,35.240573181
소포경로당,경상남도 함안군 경상남도 함안군 군북면 소포4길 40-4,128.347933358,35.275087957
수곡경로당,경상남도 함안군 경상남도 함안군 군북면 삼방로 355 1층,128.309650693,35.267695235
수곡내동장수사랑방,경상남도 함안군 경상남도 함안군 군북면 수곡길 109-1,128.308036185,35.271269561
수곡큰늪실경로당,경상남도 함안군 경상남도 함안군 군북면 수곡길 252-2,128.306105389,35.276806457
신창경로당,경상남도 함안군 경상남도 함안군 군북면 의산삼일로 2018,128.350212625,35.254223276
신촌경로당,경상남도 함안군 경상남도 함안군 군북면 사촌2길 20,128.360690319,35.229188382
안도경로당,경상남도 함안군 경상남도 함안군 군북면 중암4길 16,128.344041612,35.263964253
여명경로당,경상남도 함안군 경상남도 함안군 군북면 여명안길 41-6,128.322780759,35.258021802
영운경로당,경상남도 함안군 경상남도 함안군 군북면 영운1길 64-25,128.315484338,35.253829911
오곡경로당,경상남도 함안군 경상남도 함안군 군북면 의산삼일로 1473,128.368996504,35.211141989
오곡새말경로당,경상남도 함안군 경상남도 함안군 군북면 오곡1길 24-1,128.371296018,35.207914482
우계동경로당,경상남도 함안군 경상남도 함안군 군북면 우말길 13,128.318753014,35.249680888
원북경로당,경상남도 함안군 경상남도 함안군 군북면 원북길 29-5,128.324608634,35.234801885
월촌리경로당,경상남도 함안군 경상남도 함안군 군북면 월촌안길 68,128.300094930,35.297594177
월촌안동네경로당,경상남도 함안군 경상남도 함안군 군북면 월촌내길 84-4,128.301656218,35.302086345
유현경로당,경상남도 함안군 경상남도 함안군 군북면 유현1길 22,128.347829979,35.297494348
의봉경로당,경상남도 함안군 경상남도 함안군 군북면 강둑윗길 26,128.298353451,35.299072954
의봉새동네장수사랑방,경상남도 함안군 경상남도 함안군 군북면 월촌3길 95,128.300785917,35.293003939
장명동경로당,경상남도 함안군 경상남도 함안군 군북면 장백로 258,128.339619103,35.288379140
정암경로당,경상남도 함안군 경상남도 함안군 군북면 정암3길 27,128.298194177,35.310830209
죽산경로당,경상남도 함안군 경상남도 함안군 군북면 함마대로 567,128.328018653,35.275948618
중암경로당,경상남도 함안군 경상남도 함안군 군북면 중암7길 31-1,128.346202324,35.260504163
지곡경로당,경상남도 함안군 경상남도 함안군 군북면 영운2길 67,128.308907244,35.262631833
지두경로당,경상남도 함안군 경상남도 함안군 군북면 지두3길 4-5,128.344815494,35.260495729
평광경로당,경상남도 함안군 경상남도 함안군 군북면 명관로 357,128.342160793,35.241720080
하림동경로당,경상남도 함안군 경상남도 함안군 군북면 하림1길 90,128.322373671,35.241331366
가곡경로당,경상남도 함안군 경상남도 함안군 법수면 강주3길 130,128.337376031,35.315250998
강주경로당,경상남도 함안군 경상남도 함안군 법수면 강주4길 71,128.334941684,35.321064387
강황경로당,경상남도 함안군 경상남도 함안군 법수면 장백로 667,128.330822018,35.321749403
국계경로당,경상남도 함안군 경상남도 함안군 법수면 강주2길 40,128.334257915,35.308279682
내송경로당,경상남도 함안군 경상남도 함안군 법수면 대송1길 109,128.348903330,35.331056863
대평경로당,경상남도 함안군 경상남도 함안군 법수면 대송3길 30-6,128.340590419,35.340431324
독산경로당,경상남도 함안군 경상남도 함안군 법수면 독산길 49-16,128.374426707,35.327994537
매곡경로당,경상남도 함안군 경상남도 함안군 법수면 매곡길 38-20,128.319354017,35.330741796
매바위경로당,경상남도 함안군 경상남도 함안군 법수면 강주1길 286,128.319497282,35.312072870
문현경로당,경상남도 함안군 경상남도 함안군 법수면 문현1길 21,128.334024414,35.341457612
백산동경로당,경상남도 함안군 경상남도 함안군 법수면 백산길 50-6,128.328562438,35.355057195
법수면경로당,경상남도 함안군 경상남도 함안군 법수면 법수로 258,128.355300147,35.313970747
부남경로당,경상남도 함안군 경상남도 함안군 법수면 부남1길 2,128.391577199,35.315772222
부남큰당경로당,경상남도 함안군 경상남도 함안군 법수면 부남길 114-4,128.387596210,35.313770947
부동경로당,경상남도 함안군 경상남도 함안군 법수면 부동길 17,128.390901183,35.317463300
사정경로당,경상남도 함안군 경상남도 함안군 법수면 사정 78-1,128.320140294,35.355531654
사평경로당,경상남도 함안군 경상남도 함안군 법수면 주물1길 141-3,128.360885829,35.329747170
삼익동장수사랑방,경상남도 함안군 경상남도 함안군 법수면 삼익길 31,128.376289978,35.323343804
삼태경로당,경상남도 함안군 경상남도 함안군 법수면 법정로 151,128.372875886,35.327155110
석무경로당,경상남도 함안군 경상남도 함안군 법수면 석무길 119-11,128.384172387,35.319114591
심실장수사랑방(경로당),경상남도 함안군 경상남도 함안군 법수면 우거북길 87,128.352588629,35.316375996
악양동경로당,경상남도 함안군 경상남도 함안군 법수면 대법로 223-4,128.392899476,35.329820691
우거경로당,경상남도 함안군 경상남도 함안군 법수면 우거남길 110-8,128.356510894,35.305836586
윤내경로당,경상남도 함안군 경상남도 함안군 법수면 윤내2길 37,128.368167251,35.306293363
윤산경로당,경상남도 함안군 경상남도 함안군 법수면 윤외4길 22,,
윤외경로당,경상남도 함안군 경상남도 함안군 법수면 윤외3길 61,128.372321037,35.311470195
응암샛터경로당,경상남도 함안군 경상남도 함안군 법수면 응암길 144-11,128.326977528,35.313867617
응암경로당,경상남도 함안군 경상남도 함안군 법수면 응암길 93,128.324626298,35.315675985
인무리노인회,경상남도 함안군 경상남도 함안군 법수면 주물2길 59-18,128.364659859,35.333360424
토현경로당,경상남도 함안군 경상남도 함안군 법수면 장백로 1221,128.321090226,35.347155863
학구경로당,경상남도 함안군 경상남도 함안군 법수면 두배길 262,128.332088400,35.340407429
황사경로당,경상남도 함안군 경상남도 함안군 법수면 황사길 20,128.329047288,35.326914300
가등경로당,경상남도 함안군 경상남도 함안군 대산면 평림2길 100-14,128.441977459,35.338897016
고원경로당,경상남도 함안군 경상남도 함안군 대산면 고원길 100-2,128.450994414,35.345302269
구혜경로당,경상남도 함안군 경상남도 함안군 대산면 구혜4길 20,128.425821106,35.358748844
구혜본동경로당,경상남도 함안군 경상남도 함안군 대산면 구혜5길 9,128.424586761,35.359026555
구혜작목반경로당,경상남도 함안군 경상남도 함안군 대산면 구혜길 141,128.423145504,35.357009833
기동경로당,경상남도 함안군 경상남도 함안군 대산면 기동길 52,128.407218624,35.340961397
대사경로당,경상남도 함안군 경상남도 함안군 대산면 대사1길 141,128.471969944,35.327444511
대산면경로당,경상남도 함안군 경상남도 함안군 대산면 대산중앙4길 42,128.428591123,35.351865389
대암경로당,경상남도 함안군 경상남도 함안군 대산면 장암2길 94-4,128.444169121,35.373642249
대암능곡경로당,경상남도 함안군 경상남도 함안군 대산면 장암3길 134-1,128.451253186,35.372811851
대이열경로당,경상남도 함안군 경상남도 함안군 대산면 옥렬2길 59,128.417767486,35.322222470
동촌경로당,경상남도 함안군 경상남도 함안군 대산면 서촌3길 20,128.411911353,35.341006867
마산경로당,경상남도 함안군 경상남도 함안군 대산면 부목1길 6,128.449726092,35.357118312
매산경로당,경상남도 함안군 경상남도 함안군 대산면 구혜1길 24,128.426522786,35.355070452
매산농가반경로당,경상남도 함안군 경상남도 함안군 대산면 구혜리 386-6,,
매산여성경로당,경상남도 함안군 경상남도 함안군 대산면 대산중앙4길 39,128.428407787,35.351703820
목지경로당,경상남도 함안군 경상남도 함안군 대산면 부목2길 124,128.458760651,35.355847762
부촌경로당,경상남도 함안군 경상남도 함안군 대산면 부촌길 40,128.465086853,35.365201156
사촌경로당,경상남도 함안군 경상남도 함안군 대산면 대사4길 7-19,128.464122370,35.335981784
상동촌경로당,경상남도 함안군 경상남도 함안군 대산면 서촌3길 220,128.414838152,35.333221931
서촌경로당,경상남도 함안군 경상남도 함안군 대산면 서촌2길 120-1,128.406447786,35.337279756
소사경로당,경상남도 함안군 경상남도 함안군 대산면 대사2길 130,128.473682833,35.331264244
소이열경로당,경상남도 함안군 경상남도 함안군 대산면 옥렬3길 85,128.425481949,35.318811543
신대경로당,경상남도 함안군 경상남도 함안군 대산면 하기1길 56,128.404696059,35.351476714
신등샛터경로당,경상남도 함안군 경상남도 함안군 대산면 평림3길 75,128.438842321,35.341110184
신촌경로당,경상남도 함안군 경상남도 함안군 대산면 부목3길 126,128.468081290,35.360138482
연산경로당,경상남도 함안군 경상남도 함안군 대산면 구암2길 140,128.435713148,35.371661488
옥산경로당,경상남도 함안군 경상남도 함안군 대산면 옥렬5길 33,128.433087273,35.327457248
월포경로당,경상남도 함안군 경상남도 함안군 대산면 월포길 36-27,128.439697538,35.351854727
입사경로당,경상남도 함안군 경상남도 함안군 대산면 장암4길 164-14,128.455895408,35.371495459
장장골장수사랑방,경상남도 함안군 경상남도 함안군 대산면 서촌리 83-1,,
장포경로당,경상남도 함안군 경상남도 함안군 대산면 구암4길 175,128.435282089,35.382998668
장포동장수사랑방,경상남도 함안군 경상남도 함안군 대산면 구암3길 22,128.429300105,35.376543484
중앙동경로당,경상남도 함안군 경상남도 함안군 대산면 대산중앙로 98-12,128.439094783,35.347121569
취무경로당,경상남도 함안군 경상남도 함안군 대산면 취무1길 5,128.430056275,35.339476812
평기경로당,경상남도 함안군 경상남도 함안군 대산면 하기2길 22,128.396407945,35.349836258
평림경로당,경상남도 함안군 경상남도 함안군 대산면 평림1길 29-27,128.453647427,35.334498523
강태동경로당,경상남도 함안군 경상남도 함안군 칠서면 태곡1길 140-26,128.479299267,35.342201741
구곡경로당,경상남도 함안군 경상남도 함안군 칠서면 구포2길 80,128.511338791,35.337830270
내내경로당,경상남도 함안군 경상남도 함안군 칠서면 계내1길 43-6,128.476977098,35.378214261
대치경로당,경상남도 함안군 경상남도 함안군 칠서면 대치길 57,128.477472394,35.358943196
무릉경로당,경상남도 함안군 경상남도 함안군 칠서면 무릉길 66-2,128.514845502,35.323255819
배암경로당,경상남도 함안군 경상남도 함안군 칠서면 공단상가3길 113,128.485729777,35.357019736
본용성 새동네경로당,경상남도 함안군 경상남도 함안군 칠서면 계룡로 65,128.491689496,35.377029842
본용성경로당,경상남도 함안군 경상남도 함안군 칠서면 본용성길 80,128.494888494,35.384291259
