rigeon1,nodeid1,routeid1
38370,TSB395000109,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000074', 'TSB395000081']"
38370,TSB395000110,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000074', 'TSB395000081']"
38370,TSB395000111,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000074', 'TSB395000081']"
38370,TSB395000112,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000074', 'TSB395000081']"
38370,TSB395000113,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000074', 'TSB395000081']"
38370,TSB395000033,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000074', 'TSB395000081']"
38370,TSB395000087,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000063', 'TSB395000064', 'TSB395000066', 'TSB395000071', 'TSB395000074', 'TSB395000076', 'TSB395000081']"
38370,TSB395000088,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000063', 'TSB395000064', 'TSB395000066', 'TSB395000071', 'TSB395000074', 'TSB395000076', 'TSB395000081']"
38370,TSB395000089,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000063', 'TSB395000064', 'TSB395000066', 'TSB395000071', 'TSB395000074', 'TSB395000076', 'TSB395000081']"
38370,TSB395000245,"['TSB395000009', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000063', 'TSB395000064', 'TSB395000066', 'TSB395000071', 'TSB395000074', 'TSB395000076', 'TSB395000081']"
38370,TSB395000192,"['TSB395000011', 'TSB395000014']"
38370,TSB395000023,"['TSB395000011', 'TSB395000014']"
38370,TSB395000020,"['TSB395000011', 'TSB395000014']"
38370,TSB395000154,"['TSB395000011', 'TSB395000020', 'TSB395000026', 'TSB395000027', 'TSB395000035', 'TSB395000037']"
38370,TSB395000260,"['TSB395000011', 'TSB395000020', 'TSB395000026', 'TSB395000027', 'TSB395000035', 'TSB395000037']"
38370,TSB395000244,"['TSB395000012', 'TSB395000023', 'TSB395000040', 'TSB395000044']"
38370,TSB395000269,"['TSB395000012', 'TSB395000023', 'TSB395000040', 'TSB395000044']"
38370,TSB395000268,"['TSB395000012', 'TSB395000023', 'TSB395000040', 'TSB395000044']"
38370,TSB395000045,"['TSB395000012', 'TSB395000023', 'TSB395000040', 'TSB395000044']"
38370,TSB395000044,"['TSB395000012', 'TSB395000023', 'TSB395000040', 'TSB395000044']"
38370,TSB395000100,"['TSB395000012', 'TSB395000044', 'TSB395000062']"
38370,TSB395000202,"['TSB395000012', 'TSB395000044', 'TSB395000062']"
38370,TSB395000079,['TSB395000012']
38370,TSB395000078,['TSB395000012']
38370,TSB395000077,['TSB395000012']
38370,TSB395000158,['TSB395000012']
38370,TSB395000201,['TSB395000012']
38370,TSB395000200,['TSB395000012']
38370,TSB395000199,['TSB395000012']
38370,TSB395000287,['TSB395000012']
38370,TSB395000115,['TSB395000012']
38370,TSB395000254,['TSB395000012']
38370,TSB395000117,['TSB395000012']
38370,TSB395000285,['TSB395000012']
38370,TSB395000082,['TSB395000012']
38370,TSB395000083,['TSB395000012']
38370,TSB395000099,"['TSB395000012', 'TSB395000044', 'TSB395000062']"
38370,TSB395000359,['TSB395000017']
38370,TSB395000298,['TSB395000017']
38370,TSB395000297,['TSB395000017']
38370,TSB395000428,['TSB395000017']
38370,TSB395000148,['TSB395000018']
38370,TSB395000152,"['TSB395000020', 'TSB395000021', 'TSB395000029', 'TSB395000037', 'TSB395000038']"
38370,TSB395000151,"['TSB395000020', 'TSB395000021', 'TSB395000029', 'TSB395000037', 'TSB395000038']"
38370,TSB395000150,"['TSB395000020', 'TSB395000021', 'TSB395000029', 'TSB395000037', 'TSB395000038']"
38370,TSB395000026,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000027,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000028,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000029,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000003,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000225,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000234,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000233,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000232,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000231,"['TSB395000020', 'TSB395000026', 'TSB395000029']"
38370,TSB395000001,"['TSB395000020', 'TSB395000026', 'TSB395000029', 'TSB395000037']"
38370,TSB395000002,"['TSB395000020', 'TSB395000026', 'TSB395000029', 'TSB395000037']"
38370,TSB395000323,"['TSB395000020', 'TSB395000026', 'TSB395000029', 'TSB395000037', 'TSB395000038']"
38370,TSB395000205,"['TSB395000020', 'TSB395000026', 'TSB395000029', 'TSB395000037', 'TSB395000038']"
38370,TSB395000203,"['TSB395000020', 'TSB395000026', 'TSB395000029', 'TSB395000035', 'TSB395000037', 'TSB395000038', 'TSB395000042']"
38370,TSB395000351,"['TSB395000020', 'TSB395000026', 'TSB395000029', 'TSB395000035', 'TSB395000037', 'TSB395000038', 'TSB395000042']"
38370,TSB395000247,"['TSB395000021', 'TSB395000023', 'TSB395000023', 'TSB395000037', 'TSB395000040', 'TSB395000062', 'TSB395000065']"
38370,TSB395000402,"['TSB395000022', 'TSB395000024', 'TSB395000033', 'TSB395000045']"
38370,TSB395000274,"['TSB395000022', 'TSB395000024']"
38370,TSB395000204,"['TSB395000022', 'TSB395000024']"
38370,TSB395000081,"['TSB395000023', 'TSB395000040']"
38370,TSB395000080,"['TSB395000023', 'TSB395000040']"
38370,TSB395000227,"['TSB395000023', 'TSB395000037']"
38370,TSB395000321,"['TSB395000023', 'TSB395000037']"
38370,TSB395000012,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000073,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000072,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000166,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000165,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000164,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000163,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000338,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000337,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000336,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000132,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000133,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000134,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000004,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000005,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000006,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000007,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000010,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000011,"['TSB395000023', 'TSB395000062', 'TSB395000065']"
38370,TSB395000182,"['TSB395000023', 'TSB395000023', 'TSB395000040', 'TSB395000040', 'TSB395000062', 'TSB395000065']"
38370,TSB395000418,"['TSB395000023', 'TSB395000023', 'TSB395000040', 'TSB395000040', 'TSB395000062', 'TSB395000065']"
38370,TSB395000065,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000243,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000304,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000160,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000159,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000036,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000037,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000149,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000349,"['TSB395000023', 'TSB395000040', 'TSB395000062']"
38370,TSB395000374,"['TSB395000023', 'TSB395000040', 'TSB395000062', 'TSB395000065']"
38370,TSB395000406,"['TSB395000024', 'TSB395000033', 'TSB395000045']"
38370,TSB395000377,"['TSB395000025', 'TSB395000069']"
38370,TSB395000425,['TSB395000025']
38370,TSB395000140,"['TSB395000025', 'TSB395000069']"
38370,TSB395000025,['TSB395000030']
38370,TSB395000306,['TSB395000030']
38370,TSB395000307,['TSB395000030']
38370,TSB395000389,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000052', 'TSB395000053', 'TSB395000054', 'TSB395000055', 'TSB395000056', 'TSB395000057', 'TSB395000058', 'TSB395000059', 'TSB395000060', 'TSB395000061', 'TSB395000063', 'TSB395000064', 'TSB395000066', 'TSB395000067', 'TSB395000071', 'TSB395000075', 'TSB395000076', 'TSB395000077', 'TSB395000082']"
38370,TSB395000334,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000041', 'TSB395000043', 'TSB395000051', 'TSB395000052', 'TSB395000053', 'TSB395000054', 'TSB395000055', 'TSB395000056', 'TSB395000057', 'TSB395000058', 'TSB395000059', 'TSB395000060', 'TSB395000061', 'TSB395000063', 'TSB395000066', 'TSB395000067', 'TSB395000069', 'TSB395000071', 'TSB395000075', 'TSB395000076', 'TSB395000077', 'TSB395000082']"
38370,TSB395000371,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000056', 'TSB395000057', 'TSB395000058', 'TSB395000059', 'TSB395000060', 'TSB395000061', 'TSB395000063', 'TSB395000066', 'TSB395000067', 'TSB395000071', 'TSB395000075', 'TSB395000076']"
38370,TSB395000370,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000056', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000063', 'TSB395000066', 'TSB395000067', 'TSB395000071', 'TSB395000075', 'TSB395000076']"
38370,TSB395000365,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000056', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000063', 'TSB395000066', 'TSB395000071', 'TSB395000075', 'TSB395000076']"
38370,TSB395000364,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000056', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000063', 'TSB395000066', 'TSB395000071', 'TSB395000075', 'TSB395000076']"
38370,TSB395000363,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000063', 'TSB395000066', 'TSB395000071', 'TSB395000075', 'TSB395000076']"
38370,TSB395000060,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000059,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000058,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000057,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000056,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000055,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000054,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000426,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000259,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000059', 'TSB395000063', 'TSB395000066', 'TSB395000075']"
38370,TSB395000242,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000059', 'TSB395000063', 'TSB395000066']"
38370,TSB395000410,"['TSB395000032', 'TSB395000066']"
38370,TSB395000411,"['TSB395000032', 'TSB395000066']"
38370,TSB395000263,"['TSB395000032', 'TSB395000036', 'TSB395000039', 'TSB395000059', 'TSB395000063', 'TSB395000066']"
38370,TSB395000253,"['TSB395000032', 'TSB395000039']"
38370,TSB395000252,"['TSB395000032', 'TSB395000039']"
38370,TSB395000316,"['TSB395000032', 'TSB395000039']"
38370,TSB395000267,"['TSB395000032', 'TSB395000075']"
38370,TSB395000266,"['TSB395000032', 'TSB395000075']"
38370,TSB395000291,"['TSB395000032', 'TSB395000075']"
38370,TSB395000284,"['TSB395000032', 'TSB395000075']"
38370,TSB395000144,"['TSB395000032', 'TSB395000075']"
38370,TSB395000071,"['TSB395000032', 'TSB395000075']"
38370,TSB395000070,"['TSB395000032', 'TSB395000075']"
38370,TSB395000069,"['TSB395000032', 'TSB395000075']"
38370,TSB395000068,"['TSB395000032', 'TSB395000075']"
38370,TSB395000022,"['TSB395000035', 'TSB395000042']"
38370,TSB395000016,"['TSB395000035', 'TSB395000042']"
38370,TSB395000327,"['TSB395000035', 'TSB395000042']"
38370,TSB395000265,"['TSB395000036', 'TSB395000039', 'TSB395000059', 'TSB395000063', 'TSB395000066']"
38370,TSB395000345,"['TSB395000036', 'TSB395000039', 'TSB395000066']"
38370,TSB395000344,"['TSB395000036', 'TSB395000039', 'TSB395000066']"
38370,TSB395000343,"['TSB395000036', 'TSB395000039', 'TSB395000066']"
38370,TSB395000210,"['TSB395000036', 'TSB395000039']"
38370,TSB395000209,"['TSB395000036', 'TSB395000039']"
38370,TSB395000014,"['TSB395000036', 'TSB395000039']"
38370,TSB395000015,"['TSB395000036', 'TSB395000039']"
38370,TSB395000217,['TSB395000038']
38370,TSB395000153,['TSB395000038']
38370,TSB395000187,['TSB395000038']
38370,TSB395000222,"['TSB395000041', 'TSB395000058', 'TSB395000060']"
38370,TSB395000362,"['TSB395000041', 'TSB395000058', 'TSB395000060']"
38370,TSB395000361,"['TSB395000041', 'TSB395000058', 'TSB395000060']"
38370,TSB395000360,"['TSB395000041', 'TSB395000058', 'TSB395000060']"
38370,TSB395000062,"['TSB395000041', 'TSB395000058', 'TSB395000060']"
38370,TSB395000063,"['TSB395000041', 'TSB395000058', 'TSB395000060']"
38370,TSB395000064,"['TSB395000041', 'TSB395000058', 'TSB395000060']"
38370,TSB395000368,"['TSB395000041', 'TSB395000043', 'TSB395000053', 'TSB395000055', 'TSB395000056', 'TSB395000058', 'TSB395000060', 'TSB395000077']"
38370,TSB395000311,"['TSB395000041', 'TSB395000043', 'TSB395000053', 'TSB395000055', 'TSB395000060', 'TSB395000077']"
38370,TSB395000310,"['TSB395000041', 'TSB395000043', 'TSB395000053', 'TSB395000055', 'TSB395000060', 'TSB395000077']"
38370,TSB395000408,"['TSB395000041', 'TSB395000043', 'TSB395000053', 'TSB395000055', 'TSB395000060', 'TSB395000077']"
38370,TSB395000296,"['TSB395000041', 'TSB395000043', 'TSB395000053', 'TSB395000055', 'TSB395000060', 'TSB395000077']"
38370,TSB395000383,"['TSB395000041', 'TSB395000043', 'TSB395000053', 'TSB395000055', 'TSB395000060', 'TSB395000077']"
38370,TSB395000382,"['TSB395000041', 'TSB395000043', 'TSB395000053', 'TSB395000055', 'TSB395000060', 'TSB395000077']"
38370,TSB395000386,"['TSB395000041', 'TSB395000043', 'TSB395000055', 'TSB395000060', 'TSB395000077']"
38370,TSB395000342,"['TSB395000041', 'TSB395000043', 'TSB395000053', 'TSB395000055', 'TSB395000060', 'TSB395000069', 'TSB395000077']"
38370,TSB395000333,"['TSB395000043', 'TSB395000053']"
38370,TSB395000332,['TSB395000043']
38370,TSB395000223,"['TSB395000043', 'TSB395000053']"
38370,TSB395000170,"['TSB395000044', 'TSB395000062']"
38370,TSB395000171,"['TSB395000044', 'TSB395000062']"
38370,TSB395000397,"['TSB395000044', 'TSB395000062']"
38370,TSB395000256,"['TSB395000044', 'TSB395000062']"
38370,TSB395000341,"['TSB395000044', 'TSB395000062']"
38370,TSB395000340,"['TSB395000044', 'TSB395000062']"
38370,TSB395000229,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000228,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000047,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000076,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000034,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000101,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000216,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000237,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000136,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000325,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000288,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000312,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000053,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000190,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000191,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000071', 'TSB395000076']"
38370,TSB395000107,"['TSB395000051', 'TSB395000057', 'TSB395000059', 'TSB395000061', 'TSB395000064', 'TSB395000071', 'TSB395000076']"
38370,TSB395000086,"['TSB395000052', 'TSB395000054', 'TSB395000082']"
38370,TSB395000138,"['TSB395000052', 'TSB395000054']"
38370,TSB395000224,"['TSB395000052', 'TSB395000082']"
38370,TSB395000424,['TSB395000052']
38370,TSB395000196,['TSB395000052']
38370,TSB395000415,"['TSB395000052', 'TSB395000082']"
38370,TSB395000043,"['TSB395000052', 'TSB395000082']"
38370,TSB395000141,"['TSB395000052', 'TSB395000082']"
38370,TSB395000262,"['TSB395000052', 'TSB395000082']"
38370,TSB395000331,"['TSB395000052', 'TSB395000082']"
38370,TSB395000120,"['TSB395000052', 'TSB395000082']"
38370,TSB395000416,"['TSB395000052', 'TSB395000082']"
38370,TSB395000194,['TSB395000054']
38370,TSB395000241,['TSB395000054']
38370,TSB395000257,['TSB395000054']
38370,TSB395000139,['TSB395000054']
38370,TSB395000162,['TSB395000054']
38370,TSB395000161,['TSB395000054']
38370,TSB395000280,['TSB395000054']
38370,TSB395000009,['TSB395000054']
38370,TSB395000305,['TSB395000054']
38370,TSB395000052,"['TSB395000054', 'TSB395000082']"
38370,TSB395000328,"['TSB395000054', 'TSB395000082']"
38370,TSB395000279,['TSB395000056']
38370,TSB395000278,['TSB395000056']
38370,TSB395000130,['TSB395000056']
38370,TSB395000129,['TSB395000056']
38370,TSB395000322,['TSB395000056']
38370,TSB395000369,['TSB395000056']
38370,TSB395000175,['TSB395000056']
38370,TSB395000258,['TSB395000056']
38370,TSB395000423,['TSB395000056']
38370,TSB395000008,['TSB395000056']
38370,TSB395000255,['TSB395000056']
38370,TSB395000074,['TSB395000056']
38370,TSB395000075,['TSB395000056']
38370,TSB395000116,['TSB395000056']
38370,TSB395000238,"['TSB395000057', 'TSB395000059', 'TSB395000076']"
38370,TSB395000292,"['TSB395000057', 'TSB395000059', 'TSB395000076']"
38370,TSB395000372,"['TSB395000057', 'TSB395000059', 'TSB395000076']"
38370,TSB395000226,"['TSB395000057', 'TSB395000059', 'TSB395000076']"
38370,TSB395000313,"['TSB395000057', 'TSB395000059', 'TSB395000076']"
38370,TSB395000215,"['TSB395000059', 'TSB395000061']"
38370,TSB395000214,"['TSB395000059', 'TSB395000061']"
38370,TSB395000213,"['TSB395000059', 'TSB395000063']"
38370,TSB395000197,"['TSB395000059', 'TSB395000063']"
38370,TSB395000281,['TSB395000059']
38370,TSB395000391,"['TSB395000059', 'TSB395000063']"
38370,TSB395000013,"['TSB395000059', 'TSB395000063']"
38370,TSB395000094,"['TSB395000059', 'TSB395000063']"
38370,TSB395000250,"['TSB395000059', 'TSB395000063']"
38370,TSB395000290,"['TSB395000059', 'TSB395000063']"
38370,TSB395000172,"['TSB395000059', 'TSB395000063']"
38370,TSB395000173,"['TSB395000059', 'TSB395000061']"
38370,TSB395000174,"['TSB395000059', 'TSB395000061']"
38370,TSB395000419,['TSB395000063']
38370,TSB395000230,['TSB395000063']
38370,TSB395000098,"['TSB395000064', 'TSB395000067']"
38370,TSB395000097,['TSB395000064']
38370,TSB395000096,['TSB395000064']
38370,TSB395000095,['TSB395000064']
38370,TSB395000352,"['TSB395000064', 'TSB395000067']"
38370,TSB395000375,"['TSB395000064', 'TSB395000067']"
38370,TSB395000038,['TSB395000065']
38370,TSB395000147,['TSB395000067']
38370,TSB395000295,['TSB395000067']
38370,TSB395000346,['TSB395000067']
38370,TSB395000347,['TSB395000067']
38370,TSB395000348,['TSB395000067']
38370,TSB395000035,"['TSB395000071', 'TSB395000076']"
38370,TSB395000277,"['TSB395000071', 'TSB395000076']"
38370,TSB395000276,"['TSB395000071', 'TSB395000076']"
38370,TSB395000275,"['TSB395000071', 'TSB395000076']"
38370,TSB395000422,"['TSB395000071', 'TSB395000076']"
38370,TSB395000188,"['TSB395000071', 'TSB395000076']"
38370,TSB395000189,"['TSB395000071', 'TSB395000076']"
38370,TSB395000317,"['TSB395000073', 'TSB395000080']"
38370,TSB395000123,"['TSB395000074', 'TSB395000081']"
38370,TSB395000124,"['TSB395000074', 'TSB395000081']"
38370,TSB395000125,"['TSB395000074', 'TSB395000081']"
38370,TSB395000126,"['TSB395000074', 'TSB395000081']"
38370,TSB395000031,"['TSB395000074', 'TSB395000081']"
38370,TSB395000221,"['TSB395000074', 'TSB395000081']"
38370,TSB395000329,"['TSB395000074', 'TSB395000081']"
38370,TSB395000314,"['TSB395000074', 'TSB395000081']"
38370,TSB395000315,"['TSB395000074', 'TSB395000081']"
38370,TSB395000367,['TSB395000080']
38370,TSB395000184,['TSB395000082']
38370,TSB395000183,['TSB395000082']
38370,TSB395000211,['TSB395000082']
38370,TSB395000412,['TSB395000082']
38370,TSB395000030,['TSB395000082']
38370,TSB395000050,['TSB395000082']
38370,TSB395000051,['TSB395000082']
38370,TSB395000353,['TSB395000082']
38370,TSB395000208,['TSB395000082']
38370,TSB395000185,['TSB395000082']
38370,TSB395000186,['TSB395000082']
38380,TSB396000591,"['TSB396000001', 'TSB396000002', 'TSB396000003', 'TSB396000004', 'TSB396000005', 'TSB396000006', 'TSB396000007', 'TSB396000008', 'TSB396000009', 'TSB396000010', 'TSB396000011', 'TSB396000014', 'TSB396000015', 'TSB396000016', 'TSB396000017', 'TSB396000018', 'TSB396000019', 'TSB396000020', 'TSB396000021', 'TSB396000022', 'TSB396000023', 'TSB396000024', 'TSB396000025', 'TSB396000026', 'TSB396000027', 'TSB396000029', 'TSB396000030', 'TSB396000031', 'TSB396000032', 'TSB396000033', 'TSB396000034', 'TSB396000035', 'TSB396000036', 'TSB396000037', 'TSB396000038', 'TSB396000039', 'TSB396000040', 'TSB396000041', 'TSB396000042', 'TSB396000043', 'TSB396000044', 'TSB396000045', 'TSB396000046', 'TSB396000047', 'TSB396000048', 'TSB396000049', 'TSB396000050', 'TSB396000051', 'TSB396000052', 'TSB396000053', 'TSB396000054', 'TSB396000055', 'TSB396000056', 'TSB396000057', 'TSB396000058', 'TSB396000059', 'TSB396000060', 'TSB396000061', 'TSB396000062', 'TSB396000063', 'TSB396000064', 'TSB396000071', 'TSB396000074', 'TSB396000075', 'TSB396000077']"
38380,TSB396000253,"['TSB396000001', 'TSB396000004', 'TSB396000006', 'TSB396000007', 'TSB396000022', 'TSB396000029', 'TSB396000030', 'TSB396000035', 'TSB396000037', 'TSB396000040', 'TSB396000044', 'TSB396000054', 'TSB396000057', 'TSB396000058', 'TSB396000063', 'TSB396000064', 'TSB396000074', 'TSB396000077']"
38380,TSB396000592,"['TSB396000001', 'TSB396000006', 'TSB396000007', 'TSB396000022', 'TSB396000029', 'TSB396000035', 'TSB396000037', 'TSB396000040', 'TSB396000054', 'TSB396000058', 'TSB396000063', 'TSB396000064', 'TSB396000074', 'TSB396000077']"
38380,TSB396000176,"['TSB396000001', 'TSB396000006', 'TSB396000007', 'TSB396000022', 'TSB396000029', 'TSB396000035', 'TSB396000037', 'TSB396000040', 'TSB396000054', 'TSB396000058', 'TSB396000063', 'TSB396000064', 'TSB396000074', 'TSB396000077']"
38380,TSB396000467,"['TSB396000001', 'TSB396000006', 'TSB396000022', 'TSB396000035', 'TSB396000037', 'TSB396000040', 'TSB396000054', 'TSB396000058', 'TSB396000063', 'TSB396000064', 'TSB396000074', 'TSB396000077']"
38380,TSB396000531,"['TSB396000001', 'TSB396000006', 'TSB396000022', 'TSB396000035', 'TSB396000037', 'TSB396000040', 'TSB396000054', 'TSB396000058', 'TSB396000063', 'TSB396000064', 'TSB396000074', 'TSB396000077']"
38380,TSB396000177,"['TSB396000001', 'TSB396000074', 'TSB396000077']"
38380,TSB396000179,"['TSB396000001', 'TSB396000074', 'TSB396000077']"
38380,TSB396000470,"['TSB396000001', 'TSB396000074', 'TSB396000077']"
38380,TSB394000700,"['TSB396000001', 'TSB396000074', 'TSB396000077']"
38380,TSB396000578,['TSB396000001']
38380,TSB396000181,['TSB396000001']
38380,TSB396000808,"['TSB396000001', 'TSB396000074', 'TSB396000077']"
38380,TSB396000469,"['TSB396000001', 'TSB396000074', 'TSB396000077']"
38380,TSB396000180,"['TSB396000001', 'TSB396000074', 'TSB396000077']"
38380,TSB396000178,"['TSB396000001', 'TSB396000074', 'TSB396000077']"
38380,TSB396000530,"['TSB396000001', 'TSB396000006', 'TSB396000022', 'TSB396000035', 'TSB396000037', 'TSB396000040', 'TSB396000054', 'TSB396000058', 'TSB396000063', 'TSB396000064', 'TSB396000074', 'TSB396000077']"
38380,TSB396000468,"['TSB396000001', 'TSB396000006', 'TSB396000022', 'TSB396000035', 'TSB396000037', 'TSB396000040', 'TSB396000054', 'TSB396000058', 'TSB396000064', 'TSB396000074', 'TSB396000077']"
