노선아이디,노선명,기점노드아이디,종점노드아이디,기점정류장,종점정류장,지자체코드,지자체명
392000102,333,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000071,333-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000078,333-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000087,333-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000091,333-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000077,333-2,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000099,333-2,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000039,553,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000101,553,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000113,553,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000041,553,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000051,553,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000055,553,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000061,553,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000069,553,392000158,392000373,고성여객자동차터미널,오서,392,경남 고성군
392000075,553,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000081,553,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000083,553,392000158,392000373,고성여객자동차터미널,오서,392,경남 고성군
392000038,557,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000070,557,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000084,557,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000047,657,392000158,392000138,고성여객자동차터미널,배둔시외버스터미널,392,경남 고성군
392000074,657,392000138,392000373,배둔시외버스터미널,오서,392,경남 고성군
392000085,657,392000138,392000373,배둔시외버스터미널,오서,392,경남 고성군
392000112,657,392000158,392000373,고성여객자동차터미널,오서,392,경남 고성군
392000115,657,392000158,392000373,고성여객자동차터미널,오서,392,경남 고성군
392000118,657,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000120,657,392000158,392000373,고성여객자동차터미널,오서,392,경남 고성군
392000005,753,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000030,753,392000158,392000373,고성여객자동차터미널,오서,392,경남 고성군
392000037,753,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000056,753,392000158,392000373,고성여객자동차터미널,오서,392,경남 고성군
392000107,753,392000158,392000373,고성여객자동차터미널,오서,392,경남 고성군
392000086,756,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000088,756,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000094,756,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000106,756,392000631,392000158,오서,고성여객자동차터미널,392,경남 고성군
392000004,767,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000010,767,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000048,767,392000138,392000158,배둔시외버스터미널,고성여객자동차터미널,392,경남 고성군
392000117,767,392000158,392000138,고성여객자동차터미널,배둔시외버스터미널,392,경남 고성군
392000092,770,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000103,770,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000105,770,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000020,777,392000158,392000138,고성여객자동차터미널,배둔시외버스터미널,392,경남 고성군
392000100,777,392000138,392000158,배둔시외버스터미널,고성여객자동차터미널,392,경남 고성군
392000114,777,392000158,392000138,고성여객자동차터미널,배둔시외버스터미널,392,경남 고성군
392000116,777,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000022,777,392000138,392000138,배둔시외버스터미널,배둔시외버스터미널,392,경남 고성군
392000023,777,392000138,392000158,배둔시외버스터미널,고성여객자동차터미널,392,경남 고성군
392000053,777,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000073,777,392000158,392000138,고성여객자동차터미널,배둔시외버스터미널,392,경남 고성군
392000093,777,392000158,392000138,고성여객자동차터미널,배둔시외버스터미널,392,경남 고성군
392000095,777,392000158,392000138,고성여객자동차터미널,배둔시외버스터미널,392,경남 고성군
392000097,777,392000138,392000158,배둔시외버스터미널,고성여객자동차터미널,392,경남 고성군
392000098,777,392000138,392000158,배둔시외버스터미널,고성여객자동차터미널,392,경남 고성군
392000012,989,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000017,989,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000019,989,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000040,989,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000045,989,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000052,989,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000068,989,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000026,989-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000029,989-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000042,989-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000063,989-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000064,989-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000066,989-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000007,999,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000033,999,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000058,999,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000015,999-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000018,999-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000046,999-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000065,999-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000032,999-2,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000044,999-2,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
393000106,010,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000107,011,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000108,012,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000109,013,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000110,014,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000111,015,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000112,020,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000113,030,393000542,393000509,남해공용터미널,삼동면 행정복지센터,393,남해군
393000114,030,393000508,393000542,삼동면 행정복지센터,남해공용터미널,393,남해군
393000115,040,393000542,393000346,남해공용터미널,장포,393,남해군
393000116,040,393000346,393000542,장포,남해공용터미널,393,남해군
393000117,040,393000542,393000346,남해공용터미널,장포,393,남해군
393000118,040,393000346,393000542,장포,남해공용터미널,393,남해군
393000119,050,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000120,060,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000011,101,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000003,102,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000015,201,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000070,201,393000542,393000542,남해공용터미널,남해공용터미널,393,남해군
393000071,202,393000542,393000142,남해공용터미널,회룡,393,남해군
393000072,202,393000141,393000542,회룡,남해공용터미널,393,남해군
393000073,203,393000542,393000130,남해공용터미널,북남치,393,남해군
393000074,203,393000588,393000542,북남치,남해공용터미널,393,남해군
393000075,204,393000542,393000130,남해공용터미널,북남치,393,남해군
393000076,204,393000588,393000542,북남치,남해공용터미널,393,남해군
393000077,301,393000542,393000513,남해공용터미널,감암,393,남해군
393000078,301,393000514,393000542,감암,남해공용터미널,393,남해군
393000079,302,393000542,393000024,남해공용터미널,노량-충렬사,393,남해군
393000062,302,393000023,393000542,노량-충렬사,남해공용터미널,393,남해군
393000029,303,393000542,393000513,남해공용터미널,감암,393,남해군
393000080,303,393000514,393000542,감암,남해공용터미널,393,남해군
